Project:,jg_gelma_fibers_recovery_osc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,85um_fibers_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Pre-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,19,93.639,371.3,23.07,7713.2,21819,2.83,3.6832E+06,0.8,0,0.39826,"WMa,TruStrain™",16.227,0.0701
,20,93.965,371.7,23.07,8781,17610,2.01,3.1318E+06,0.8,0,0.43151,"WMa,TruStrain™",17.581,0.0893
,21,94.312,372,23.07,13275,6580.8,0.496,2.3581E+06,0.8,0,0.38492,"WMa,TruStrain™",15.683,0.106
,22,94.682,372.4,23.07,11879,1726.9,0.145,1.9105E+06,0.8,0,0.3385,"WMa,TruStrain™",13.792,0.115
,23,95.075,372.8,23.07,12400,211.21,0.017,1.9739E+06,0.8,0,0.34668,"MV-,WMa,TruStrain™",14.125,0.114
,24,95.493,373.2,23.07,13566,398.11,0.0293,2.16E+06,0.8,0,0.36512,"MV-,WMa,TruStrain™",14.876,0.11
,25,95.938,373.6,23.07,14279,282.04,0.0198,2.2731E+06,0.8,0,0.37257,"MV-,WMa,TruStrain™",15.18,0.106
,26,96.412,374.1,23.07,13626,67.744,0.00497,2.1687E+06,0.8,0,0.34709,"MV-,WMa,TruStrain™",14.142,0.104
,27,96.917,374.6,23.07,13254,459.86,0.0347,2.1107E+06,0.8,0,0.33402,"WMa,TruStrain™",13.609,0.103
,28,97.453,375.1,23.07,13427,602.78,0.0449,2.1391E+06,0.8,0,0.33671,"WMa,TruStrain™",13.719,0.102
,29,98.025,375.7,23.07,13124,604.23,0.046,2.091E+06,0.8,0,0.32778,"WMa,TruStrain™",13.355,0.102
,30,98.632,376.3,23.07,12703,719.02,0.0566,2.025E+06,0.8,0,0.31623,"WMa,TruStrain™",12.884,0.101
,31,99.279,377,23.07,13408,875.28,0.0653,2.1385E+06,0.8,0,0.33313,"WMa,TruStrain™",13.573,0.101
,32,99.968,377.7,23.07,13662,874.49,0.064,2.1788E+06,0.8,0,0.33891,"WMa,TruStrain™",13.808,0.101
,33,100.7,378.4,23.07,13144,654.43,0.0498,2.0946E+06,0.8,0,0.32528,"WMa,TruStrain™",13.253,0.101
,34,101.48,379.2,23.07,13742,827.69,0.0602,2.191E+06,0.8,0,0.33991,"WMa,TruStrain™",13.849,0.101
,35,102.31,380,23.07,13348,708.98,0.0531,2.1274E+06,0.8,0,0.32987,"WMa,TruStrain™",13.44,0.101
,36,103.193,380.9,23.07,13403,743.55,0.0555,2.1364E+06,0.8,0,0.3312,"WMa,TruStrain™",13.494,0.101
,37,104.132,381.8,23.07,13667,1193.7,0.0873,2.1834E+06,0.8,0,0.33841,"WMa,TruStrain™",13.788,0.101
,38,105.132,382.8,23.07,13310,824.32,0.0619,2.1225E+06,0.8,0,0.32896,"WMa,TruStrain™",13.403,0.101
,,,,,,,,,,,,,,
Result:,UV Cure,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,1,397.6,23.07,8.8358,1.7672E+05,2E+04,2.8125E+07,0.8,-0.01,3.4263,"ME-,WMa,taD,TruStrain™",139.6,0.079
,2,2,398.6,23.07,0.38429,7685.8,2E+04,1.2232E+06,0.8,-0.01,0.18865,"ME-,MV-,WMa,TruStrain™",7.6864,0.1
,3,3,399.6,23.07,19352,1889.7,0.0976,3.0947E+06,0.8,0,0.47725,"MV-,WMa,TruStrain™",19.445,0.1
,4,4,400.6,23.07,12164,1337.9,0.11,1.9477E+06,0.8,0,0.3008,"MV-,WMa,TruStrain™",12.256,0.1
,5,5,401.6,23.07,13434,811.77,0.0604,2.142E+06,0.8,0,0.33147,"WMa,TruStrain™",13.505,0.1
,6,6,402.6,23.07,12649,847.43,0.067,2.0176E+06,0.8,0,0.31248,"WMa,TruStrain™",12.732,0.1
,7,7,403.6,23.07,13267,772.95,0.0583,2.1151E+06,0.8,0,0.32774,"WMa,TruStrain™",13.354,0.1
,8,8,404.6,23.07,12922,900.27,0.0697,2.0616E+06,0.8,0,0.31949,"WMa,TruStrain™",13.017,0.1
,9,9,405.6,23.07,12944,691.19,0.0534,2.063E+06,0.8,0,0.31974,"WMa,TruStrain™",13.027,0.101
,10,10,406.6,23.07,12900,795.38,0.0617,2.0569E+06,0.8,0,0.31881,"WMa,TruStrain™",12.989,0.101
,,,,,,,,,,,,,,
Interval and data points:,2,95,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,10.102,406.7,23.07,13305,901.82,0.0678,2.1225E+06,0.8,0,0.32894,"WMa,TruStrain™",13.402,0.1
,2,10.207,406.8,23.07,12804,645.67,0.0504,2.0404E+06,0.8,0,0.31624,"WMa,TruStrain™",12.885,0.101
,3,10.315,406.9,23.07,12818,801.9,0.0626,2.044E+06,0.8,-0.01,0.3168,"WMa,TruStrain™",12.908,0.101
,4,10.429,407,23.07,12562,753.27,0.06,2.0029E+06,0.8,-0.01,0.31045,"WMa,TruStrain™",12.649,0.101
,5,10.547,407.2,23.07,12550,876.73,0.0699,2.0023E+06,0.8,0,0.31036,"WMa,TruStrain™",12.645,0.101
,6,10.67,407.3,23.07,12416,701.96,0.0565,1.9793E+06,0.8,-0.01,0.30679,"WMa,TruStrain™",12.5,0.101
,7,10.798,407.4,23.07,12163,818.9,0.0673,1.9402E+06,0.8,0,0.30074,"WMa,TruStrain™",12.253,0.101
,8,10.932,407.5,23.07,12314,1093.6,0.0888,1.9676E+06,0.8,0,0.30498,"WMa,TruStrain™",12.426,0.101
,9,11.072,407.7,23.07,12475,801.63,0.0643,1.9896E+06,0.8,0,0.30838,"WMa,TruStrain™",12.564,0.101
,10,11.217,407.8,23.07,12480,693.24,0.0555,1.9894E+06,0.8,-0.01,0.30834,"WMa,TruStrain™",12.563,0.101
,11,11.369,408,23.07,12632,684.28,0.0542,2.0134E+06,0.8,0,0.31206,"WMa,TruStrain™",12.715,0.101
,12,11.527,408.1,23.07,13003,766.04,0.0589,2.073E+06,0.8,-0.01,0.32129,"WMa,TruStrain™",13.091,0.101
,13,11.692,408.3,23.07,13400,738.64,0.0551,2.1359E+06,0.8,-0.01,0.33102,"WMa,TruStrain™",13.487,0.1
,14,11.863,408.5,23.07,13247,1172.7,0.0885,2.1166E+06,0.8,0,0.32804,"WMa,TruStrain™",13.366,0.101
,15,12.042,408.6,23.07,13120,630.89,0.0481,2.0905E+06,0.8,-0.01,0.324,"WMa,TruStrain™",13.201,0.101
,16,12.229,408.8,23.07,12977,834.5,0.0643,2.0696E+06,0.8,-0.01,0.32078,"WMa,TruStrain™",13.07,0.101
,17,12.424,409,23.07,13541,1040.8,0.0769,2.1614E+06,0.8,-0.01,0.33498,"WMa,TruStrain™",13.648,0.1
,18,12.627,409.2,23.07,13455,1001.2,0.0744,2.1473E+06,0.8,-0.01,0.33281,"WMa,TruStrain™",13.56,0.101
,19,12.838,409.4,23.07,13721,1001,0.073,2.1895E+06,0.8,-0.01,0.33931,"WMa,TruStrain™",13.825,0.1
,20,13.059,409.7,23.07,13572,1020.1,0.0752,2.1662E+06,0.8,-0.01,0.33574,"WMa,TruStrain™",13.679,0.101
,21,13.288,409.9,23.07,12989,2678.9,0.206,2.1108E+06,0.8,-0.01,0.32718,"WMa,TruStrain™",13.331,0.101
,22,13.528,410.1,23.07,12924,1964,0.152,2.0806E+06,0.8,-0.01,0.32251,"WMa,TruStrain™",13.14,0.101
,23,13.778,410.4,23.07,13267,1361,0.103,2.1225E+06,0.8,-0.01,0.32898,"WMa,TruStrain™",13.404,0.101
,24,14.038,410.6,23.07,13780,1326.4,0.0963,2.2033E+06,0.8,-0.01,0.34143,"WMa,TruStrain™",13.911,0.1
,25,14.31,410.9,23.07,13318,674.88,0.0507,2.1224E+06,0.8,-0.01,0.32894,"WMa,TruStrain™",13.402,0.101
,26,14.593,411.2,23.07,13293,592.3,0.0446,2.1177E+06,0.8,-0.01,0.32823,"WMa,TruStrain™",13.373,0.101
,27,14.888,411.5,23.07,12934,1157.8,0.0895,2.0667E+06,0.8,-0.01,0.32038,"WMa,TruStrain™",13.053,0.101
,28,15.196,411.8,23.07,13266,810.48,0.0611,2.1152E+06,0.8,-0.01,0.32789,"WMa,TruStrain™",13.359,0.101
,29,15.516,412.1,23.07,13495,882.26,0.0654,2.1524E+06,0.8,-0.01,0.33364,"WMa,TruStrain™",13.594,0.101
,30,15.851,412.5,23.07,13108,1333.4,0.102,2.0969E+06,0.8,-0.01,0.32508,"WMa,TruStrain™",13.245,0.101
,31,16.199,412.8,23.07,13463,1649,0.122,2.1588E+06,0.8,-0.01,0.33458,"WMa,TruStrain™",13.632,0.101
,32,16.562,413.2,23.07,14033,1792.5,0.128,2.2516E+06,0.8,-0.01,0.34892,"WMa,TruStrain™",14.216,0.1
,33,16.941,413.5,23.07,14348,2029.4,0.141,2.3062E+06,0.8,-0.01,0.35734,"WMa,TruStrain™",14.559,0.1
,34,17.336,413.9,23.07,14919,1299.3,0.0871,2.3834E+06,0.8,-0.01,0.36927,"WMa,TruStrain™",15.045,0.1
,35,17.748,414.4,23.07,15194,1303.5,0.0858,2.427E+06,0.8,-0.01,0.37604,"WMa,TruStrain™",15.321,0.1
,36,18.177,414.8,23.07,14765,1089.1,0.0738,2.3564E+06,0.8,-0.01,0.36518,"WMa,TruStrain™",14.879,0.1
,37,18.624,415.2,23.07,14595,926.86,0.0635,2.3276E+06,0.8,-0.01,0.3608,"WMa,TruStrain™",14.7,0.101
,38,19.091,415.7,23.07,14707,798.82,0.0543,2.3442E+06,0.8,-0.01,0.36337,"WMa,TruStrain™",14.805,0.101
,39,19.577,416.2,23.07,14789,674.9,0.0456,2.3562E+06,0.8,-0.01,0.36523,"WMa,TruStrain™",14.881,0.101
,40,20.084,416.7,23.07,14883,780.16,0.0524,2.372E+06,0.8,-0.01,0.36768,"WMa,TruStrain™",14.981,0.101
,41,20.612,417.2,23.07,14937,717.29,0.048,2.3801E+06,0.8,-0.01,0.36894,"WMa,TruStrain™",15.032,0.101
,42,21.163,417.8,23.07,14959,696.38,0.0466,2.3834E+06,0.8,-0.01,0.36943,"WMa,TruStrain™",15.052,0.101
,43,21.737,418.3,23.07,14947,775.5,0.0519,2.3821E+06,0.8,-0.01,0.36923,"WMa,TruStrain™",15.044,0.101
,44,22.336,418.9,23.07,15031,937.83,0.0624,2.3969E+06,0.8,-0.01,0.37151,"WMa,TruStrain™",15.137,0.101
,45,22.96,419.6,23.07,15290,927.71,0.0607,2.438E+06,0.8,-0.01,0.37785,"WMa,TruStrain™",15.395,0.101
,46,23.611,420.2,23.07,15209,921.22,0.0606,2.425E+06,0.8,-0.01,0.37585,"WMa,TruStrain™",15.314,0.101
,47,24.289,420.9,23.07,15467,772.61,0.05,2.4647E+06,0.8,-0.01,0.382,"WMa,TruStrain™",15.564,0.101
,48,24.996,421.6,23.07,15050,61.554,0.00409,2.3953E+06,0.8,-0.01,0.37132,"MV-,WMa,TruStrain™",15.129,0.101
,49,25.733,422.3,23.07,15625,642.34,0.0411,2.4889E+06,0.8,-0.01,0.38562,"WMa,TruStrain™",15.712,0.1
,50,26.502,423.1,23.07,15991,213.94,0.0134,2.5453E+06,0.8,-0.01,0.3945,"WMa,TruStrain™",16.073,0.101
,51,27.303,423.9,23.07,16414,895.46,0.0546,2.6163E+06,0.8,-0.01,0.40551,"WMa,TruStrain™",16.522,0.101
,52,28.138,424.7,23.07,15915,514.69,0.0323,2.5343E+06,0.8,-0.01,0.39285,"WMa,TruStrain™",16.006,0.101
,53,29.009,425.6,23.07,16371,333.52,0.0204,2.606E+06,0.8,-0.01,0.40391,"WMa,TruStrain™",16.457,0.101
,54,29.916,426.5,23.07,16076,685.55,0.0426,2.5609E+06,0.8,-0.01,0.39694,"WMa,TruStrain™",16.173,0.101
,55,30.863,427.5,23.07,16553,639.77,0.0386,2.6365E+06,0.8,-0.01,0.40857,"WMa,TruStrain™",16.647,0.1
,56,31.849,428.5,23.07,16574,701.41,0.0423,2.6403E+06,0.8,-0.01,0.40921,"WMa,TruStrain™",16.673,0.101
,57,32.877,429.5,23.07,16180,577,0.0357,2.5768E+06,0.8,-0.01,0.39948,"WMa,TruStrain™",16.276,0.101
,58,33.949,430.6,23.07,16956,731.58,0.0431,2.7012E+06,0.8,-0.01,0.41859,"WMa,TruStrain™",17.055,0.1
,59,35.067,431.7,23.07,16707,896.22,0.0536,2.6628E+06,0.8,-0.01,0.41273,"WMa,TruStrain™",16.816,0.101
,60,36.232,432.8,23.07,17122,669.12,0.0391,2.7271E+06,0.8,-0.01,0.42264,"WMa,TruStrain™",17.22,0.1
,61,37.447,434.1,23.07,17286,761.2,0.044,2.7537E+06,0.8,-0.01,0.42679,"WMa,TruStrain™",17.389,0.101
,62,38.713,435.3,23.07,17276,748.27,0.0433,2.7522E+06,0.8,-0.01,0.42658,"WMa,TruStrain™",17.381,0.101
,63,40.033,436.6,23.07,17418,782.8,0.0449,2.775E+06,0.8,-0.01,0.43013,"WMa,TruStrain™",17.525,0.101
,64,41.409,438,23.07,17622,739.51,0.042,2.8071E+06,0.8,-0.01,0.43507,"WMa,TruStrain™",17.726,0.101
,65,42.844,439.4,23.07,17911,772.01,0.0431,2.8533E+06,0.8,-0.01,0.44223,"WMa,TruStrain™",18.018,0.101
,66,44.34,440.9,23.07,17843,840.43,0.0471,2.843E+06,0.8,-0.01,0.44064,"WMa,TruStrain™",17.953,0.101
,67,45.899,442.5,23.07,17888,762.99,0.0427,2.8496E+06,0.8,-0.01,0.44164,"WMa,TruStrain™",17.994,0.101
,68,47.524,444.1,23.07,17952,919.09,0.0512,2.861E+06,0.8,-0.01,0.44342,"WMa,TruStrain™",18.067,0.101
,69,49.219,445.8,23.07,18216,764.17,0.042,2.9017E+06,0.8,-0.01,0.44971,"WMa,TruStrain™",18.323,0.101
,70,50.985,447.6,23.07,18511,917.12,0.0495,2.9497E+06,0.8,-0.01,0.45713,"WMa,TruStrain™",18.625,0.1
,71,52.827,449.4,23.07,18505,678.26,0.0367,2.9472E+06,0.8,-0.01,0.45682,"WMa,TruStrain™",18.613,0.101
,72,54.747,451.4,23.07,18615,790.78,0.0425,2.9654E+06,0.8,-0.02,0.45963,"WMa,TruStrain™",18.727,0.101
,73,56.748,453.4,23.07,18772,844.81,0.045,2.9906E+06,0.8,-0.02,0.46352,"WMa,TruStrain™",18.885,0.101
,74,58.835,455.4,23.07,18915,729.9,0.0386,3.0126E+06,0.8,-0.02,0.46691,"WMa,TruStrain™",19.023,0.1
,75,61.01,457.6,23.07,19022,798.66,0.042,3.0301E+06,0.8,-0.02,0.46964,"WMa,TruStrain™",19.135,0.101
,76,63.277,459.9,23.07,19180,801.33,0.0418,3.0553E+06,0.8,-0.02,0.47353,"WMa,TruStrain™",19.293,0.101
,77,65.641,462.2,23.07,19250,955.82,0.0497,3.0676E+06,0.8,-0.02,0.47544,"WMa,TruStrain™",19.371,0.101
,78,68.106,464.7,23.07,19369,716.69,0.037,3.0847E+06,0.8,-0.02,0.47809,"WMa,TruStrain™",19.479,0.101
,79,70.675,467.3,23.07,19383,815.34,0.0421,3.0876E+06,0.8,-0.02,0.47855,"WMa,TruStrain™",19.498,0.101
,80,73.353,470,23.07,19514,718.74,0.0368,3.1079E+06,0.8,-0.02,0.48171,"WMa,TruStrain™",19.626,0.101
,81,76.145,472.7,23.07,19603,692.19,0.0353,3.1219E+06,0.8,-0.02,0.48386,"WMa,TruStrain™",19.714,0.101
,82,79.056,475.7,23.07,19842,744.49,0.0375,3.1602E+06,0.8,-0.02,0.48978,"WMa,TruStrain™",19.956,0.101
,83,82.09,478.7,23.07,19919,833.23,0.0418,3.173E+06,0.8,-0.02,0.49179,"WMa,TruStrain™",20.037,0.101
,84,85.254,481.9,23.07,19888,718.29,0.0361,3.1674E+06,0.8,-0.02,0.49091,"WMa,TruStrain™",20.002,0.101
,85,88.552,485.2,23.07,20080,868.31,0.0432,3.1989E+06,0.8,-0.02,0.49579,"WMa,TruStrain™",20.2,0.101
,86,91.99,488.6,23.07,20070,766.8,0.0382,3.1965E+06,0.8,-0.02,0.49542,"WMa,TruStrain™",20.185,0.101
,87,95.574,492.2,23.07,20193,746.15,0.037,3.216E+06,0.8,-0.02,0.49844,"WMa,TruStrain™",20.308,0.101
,88,99.31,495.9,23.07,20356,777.46,0.0382,3.2421E+06,0.8,-0.02,0.5025,"WMa,TruStrain™",20.474,0.101
,89,103.205,499.8,23.07,20384,742.43,0.0364,3.2463E+06,0.8,-0.02,0.50314,"WMa,TruStrain™",20.5,0.101
,90,107.266,503.9,23.07,20505,870.46,0.0425,3.2665E+06,0.8,-0.02,0.50626,"WMa,TruStrain™",20.627,0.101
,91,111.499,508.1,23.07,20630,777.9,0.0377,3.2857E+06,0.8,-0.02,0.50925,"WMa,TruStrain™",20.749,0.101
,92,115.912,512.5,23.07,20729,844.11,0.0407,3.3018E+06,0.8,-0.02,0.51174,"WMa,TruStrain™",20.85,0.101
,93,120.513,517.1,23.07,20735,790.2,0.0381,3.3025E+06,0.8,-0.02,0.51185,"WMa,TruStrain™",20.855,0.101
,94,125.309,521.9,23.07,20694,839.12,0.0405,3.2962E+06,0.8,-0.02,0.51088,"WMa,TruStrain™",20.815,0.101
,95,130.309,526.9,23.07,20898,753.72,0.0361,3.3282E+06,0.8,-0.02,0.51584,"WMa,TruStrain™",21.017,0.101
,,,,,,,,,,,,,,
Interval and data points:,3,5,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,131.312,527.9,23.07,20821,752.48,0.0361,3.3159E+06,0.8,-0.02,0.51392,"WMa,TruStrain™",20.939,0.101
,2,132.312,528.9,23.07,21450,451.03,0.021,3.4147E+06,0.8,-0.02,0.52916,"WMa,TruStrain™",21.56,0.1
,3,133.312,529.9,23.07,20810,864.97,0.0416,3.3148E+06,0.8,-0.02,0.51395,"WMa,TruStrain™",20.94,0.101
,4,134.312,530.9,23.07,22077,1923.2,0.0871,3.527E+06,0.8,-0.02,0.5463,"WMa,TruStrain™",22.258,0.1
,5,135.312,531.9,23.07,19531,421.29,0.0216,3.1091E+06,0.8,-0.02,0.48215,"MV-,WMa,TruStrain™",19.644,0.101
,,,,,,,,,,,,,,
Result:,Post-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,0.1,545.6,23.08,191.87,3.8373E+06,2E+04,6.1073E+08,0.8,-0.03,0.84932,"ME-,WMa,taD,TruStrain™",34.604,0.000902
,2,0.207,545.7,23.08,35.017,7.0034E+05,2E+04,1.1146E+08,0.8,-0.03,1.7685,"ME-,WMa,taD,TruStrain™",72.055,0.0103
,3,0.32,545.8,23.08,20.908,4.1816E+05,2E+04,6.6552E+07,0.8,-0.02,1.9115,"ME-,WMa,taD,TruStrain™",77.881,0.0186
,4,0.441,545.9,23.08,13.472,2.6944E+05,2E+04,4.2882E+07,0.8,-0.03,1.9147,"ME-,WMa,taD,TruStrain™",78.01,0.029
,5,0.569,546.1,23.07,9.1008,1.8202E+05,2E+04,2.8969E+07,0.8,-0.03,1.845,"ME-,WMa,taD,TruStrain™",75.174,0.0413
,6,0.705,546.2,23.07,6.2562,1.2512E+05,2E+04,1.9914E+07,0.8,-0.02,1.754,"ME-,WMa,taD,TruStrain™",71.465,0.0571
,7,0.851,546.4,23.07,4.5548,91096,2E+04,1.4498E+07,0.8,-0.02,1.6838,"ME-,WMa,taD,TruStrain™",68.605,0.0753
,8,1.005,546.5,23.07,3.643,72860,2E+04,1.1596E+07,0.8,-0.03,1.6442,"ME-,WMa,taD,TruStrain™",66.99,0.0919
,9,1.17,546.7,23.07,19116,14115,0.738,3.7819E+06,0.8,-0.03,0.6298,"ME-,WMa,TruStrain™",25.66,0.108
,10,1.345,546.9,23.07,24115,4204.3,0.174,3.8958E+06,0.8,-0.03,0.6592,"MV-,WMa,TruStrain™",26.858,0.11
,11,1.531,547,23.07,19509,5506.7,0.282,3.2262E+06,0.8,-0.03,0.55278,"MV-,WMa,TruStrain™",22.522,0.111
,12,1.73,547.2,23.07,17324,3122,0.18,2.8016E+06,0.8,-0.03,0.47656,"MV-,WMa,TruStrain™",19.417,0.11
,13,1.941,547.4,23.07,17820,1880.7,0.106,2.8519E+06,0.8,-0.03,0.46631,"MV-,WMa,TruStrain™",18.999,0.106
,14,2.165,547.7,23.07,19027,1029,0.0541,3.0327E+06,0.8,-0.03,0.47188,"MV-,WMa,TruStrain™",19.226,0.101
,15,2.404,547.9,23.07,19648,238.5,0.0121,3.1272E+06,0.8,-0.03,0.48237,"MV-,WMa,TruStrain™",19.653,0.1
,16,2.658,548.2,23.07,20000,894.99,0.0447,3.1863E+06,0.8,-0.02,0.49139,"WMa,TruStrain™",20.021,0.1
,17,2.929,548.4,23.07,19604,1221.5,0.0623,3.1262E+06,0.8,-0.03,0.48212,"WMa,TruStrain™",19.643,0.1
,18,3.217,548.7,23.07,19234,1032.8,0.0537,3.0656E+06,0.8,-0.02,0.47286,"WMa,TruStrain™",19.266,0.1
,19,3.524,549,23.07,18857,591.49,0.0314,3.0027E+06,0.8,-0.02,0.46336,"WMa,TruStrain™",18.879,0.1
,20,3.85,549.4,23.07,18982,312.73,0.0165,3.0216E+06,0.8,-0.03,0.4666,"WMa,TruStrain™",19.011,0.1
,21,4.197,549.7,23.07,19443,647.78,0.0333,3.0962E+06,0.8,-0.03,0.47856,"WMa,TruStrain™",19.498,0.1
,22,4.567,550.1,23.07,20449,1426.6,0.0698,3.2625E+06,0.8,-0.03,0.50463,"WMa,TruStrain™",20.561,0.1
,23,4.96,550.5,23.07,20461,1264.9,0.0618,3.2627E+06,0.8,-0.03,0.50497,"WMa,TruStrain™",20.574,0.1
,24,5.378,550.9,23.07,20115,750.98,0.0373,3.2036E+06,0.8,-0.03,0.49606,"WMa,TruStrain™",20.211,0.1
,25,5.823,551.3,23.07,19553,1088.8,0.0557,3.1167E+06,0.8,-0.03,0.48275,"WMa,TruStrain™",19.669,0.1
,26,6.297,551.8,23.07,20237,1519.2,0.0751,3.2299E+06,0.8,-0.03,0.50034,"WMa,TruStrain™",20.386,0.1
,27,6.802,552.3,23.07,20451,499.93,0.0244,3.2558E+06,0.8,-0.03,0.5044,"WMa,TruStrain™",20.551,0.1
,28,7.338,552.8,23.07,19890,171.2,0.00861,3.1656E+06,0.8,-0.03,0.49052,"MV-,WMa,TruStrain™",19.986,0.1
,29,7.91,553.4,23.07,20025,617.83,0.0309,3.1885E+06,0.8,-0.03,0.49413,"WMa,TruStrain™",20.133,0.1
,30,8.517,554,23.07,20474,668.93,0.0327,3.2603E+06,0.8,-0.03,0.50525,"WMa,TruStrain™",20.586,0.1
,31,9.164,554.7,23.07,20382,600.98,0.0295,3.2454E+06,0.8,-0.03,0.50293,"WMa,TruStrain™",20.491,0.1
,32,9.853,555.4,23.07,20325,870.08,0.0428,3.2378E+06,0.8,-0.03,0.50182,"WMa,TruStrain™",20.446,0.101
,33,10.585,556.1,23.07,20179,691.68,0.0343,3.2135E+06,0.8,-0.03,0.49807,"WMa,TruStrain™",20.293,0.101
,34,11.365,556.9,23.07,20518,906.24,0.0442,3.2687E+06,0.8,-0.03,0.5066,"WMa,TruStrain™",20.641,0.101
,35,12.195,557.7,23.07,20681,948.99,0.0459,3.2949E+06,0.8,-0.03,0.51062,"WMa,TruStrain™",20.805,0.1
,36,13.078,558.6,23.07,20327,366.8,0.018,3.2356E+06,0.8,-0.03,0.5015,"WMa,TruStrain™",20.433,0.101
,37,14.017,559.5,23.07,20237,957.7,0.0473,3.2245E+06,0.8,-0.03,0.49982,"WMa,TruStrain™",20.365,0.101
,38,15.017,560.5,23.07,20345,848.66,0.0417,3.2408E+06,0.8,-0.03,0.50224,"WMa,TruStrain™",20.463,0.1
,,,,,,,,,,,,,,
Interval and data points:,2,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,15.119,560.6,23.07,1.1751E+07,1.8251E+06,0.155,1.8927E+09,0.8,-0.14,1675.4,"WMa,TruStrain™",68261,0.574
,2,15.226,560.7,23.07,3.2524E+05,16.262,5E-05,5.1763E+07,0.8,-0.05,3291.1,"ME-,WMa,taD,TruStrain™",1.3409E+05,41.2
,3,15.339,560.8,23.07,1.1295E+05,5.6473,5E-05,1.7976E+07,0.8,-0.02,1683.3,"ME-,MV-,WMa,taD,TruStrain™",68585,60.7
,4,15.46,561,23.07,93987,4.6994,5E-05,1.4959E+07,0.8,-0.02,1447.1,"ME-,MV-,WMa,taD,TruStrain™",58961,62.7
,5,15.588,561.1,23.07,73637,3.6819,5E-05,1.172E+07,0.8,-0.02,1191.9,"ME-,MV-,WMa,taD,TruStrain™",48561,65.9
,6,15.724,561.2,23.07,43684,1.169E+05,2.68,1.9862E+07,0.8,0,2500.2,"ME-,MV-,WMa,TruStrain™",1.0187E+05,81.6
,7,15.87,561.4,23.07,70719,88756,1.26,1.8062E+07,0.8,0,4466,"MV-,WMa,TruStrain™",1.8196E+05,160
,8,16.024,561.5,23.07,4162.5,50401,12.1,8.0488E+06,0.8,-0.01,4476.6,"WMa,TruStrain™",1.8239E+05,361
,9,16.189,561.7,23.07,13810,25703,1.86,4.6439E+06,0.8,-0.03,3925.1,"ME-,WMa,TruStrain™",1.5992E+05,548
,10,16.364,561.9,23.07,1.7077,34153,2E+04,5.4356E+06,0.8,-0.03,7579.9,"ME-,WMa,taD,TruStrain™",3.0883E+05,904
,11,16.55,562.1,23.07,1.1765,23531,2E+04,3.745E+06,0.8,-0.01,7349.6,"ME-,WMa,taD,TruStrain™",2.9945E+05,1.27E+03
,12,16.749,562.3,23.07,0.88934,17787,2E+04,2.8308E+06,0.8,0.01,7014.9,"ME-,WMa,taD,TruStrain™",2.8581E+05,1.61E+03
,13,16.96,562.5,23.07,3829.3,0.19147,5E-05,6.0946E+05,0.8,-0.01,1712.3,"ME-,WMa,taD,TruStrain™",69767,1.82E+03
