Project:,Project69,,,,,,,,,,
,,,,,,,,,,,
Test:,Test_r1,,,,,,,,,,
,,,,,,,,,,,
Result:,Stress Relaxation Initial,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,500,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,18,63.92,0.0101,20749,1.3171,129.9,11.107,0.086,0.13231,1,"WMa,TruStrain™"
,19,65.51,0.0101,21489,1.3587,134.27,14.236,0.106,0.13649,1,"WMa,TruStrain™"
,20,67.37,0.0101,21595,1.3641,134.48,18.073,0.134,0.13703,1,"WMa,TruStrain™"
,21,69.53,0.0101,22340,1.4108,138.94,19.933,0.143,0.14172,1,"WMa,TruStrain™"
,22,72.05,0.0101,22096,1.3953,137.09,21.923,0.16,0.14017,1,"WMa,TruStrain™"
,23,75,0.0101,22369,1.4126,138.92,21.315,0.153,0.1419,1,"WMa,TruStrain™"
,24,78.43,0.0101,22603,1.4273,140.98,17.106,0.121,0.14338,1,"WMa,TruStrain™"
,25,82.43,0.0101,22280,1.407,138.74,18.643,0.134,0.14134,1,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,4,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,82.53,0.0144,9.9992E+06,906.23,3.1413,62827,20000,91.036,1,"ME-,WMa,taD,TruStrain™"
,2,82.65,0.0974,2.7366E+06,1675.6,46.748,17195,367.818,168.32,1,"ME-,WMa,taD,TruStrain™"
,3,82.78,0.392,9.2278E+05,2272.5,0.2899,5798,20000,228.28,1,"ME-,WMa,taD,TruStrain™"
,4,82.94,0.696,5.442E+05,2379.5,0.17096,3419.3,20000,239.04,1,"ME-,WMa,taD,TruStrain™"
,5,83.13,1.16,3.6299E+05,2655,0.11404,2280.8,20000,266.71,1,"ME-,WMa,taD,TruStrain™"
,6,83.34,1.93,2.7804E+05,3380.3,0.087347,1746.9,20000,339.57,1,"ME-,WMa,taD,TruStrain™"
,7,83.59,2.85,1.4417E+05,2583.5,0.045292,905.84,20000,259.53,1,"ME-,WMa,taD,TruStrain™"
,8,83.89,3.29,47322,978.48,88.087,283.99,3.224,98.294,1,"ME-,WMa,TruStrain™"
,9,84.23,3.53,10406,230.89,58.167,29.855,0.513,23.194,1,"WMa,TruStrain™"
,10,84.63,3.3,28768,596.93,48.148,174.22,3.618,59.965,1,"MV-,WMa,TruStrain™"
,11,85.09,3.07,23638,455.28,13.715,147.89,10.782,45.736,1,"MV-,WMa,TruStrain™"
,12,85.63,2.89,14076,255.81,13.972,87.333,6.25,25.698,1,"MV-,WMa,TruStrain™"
,13,86.27,2.78,7185.7,125.31,7.9581,44.442,5.585,12.588,1,"MV-,WMa,TruStrain™"
,14,87,2.7,4390.6,74.616,10.533,25.497,2.421,7.4956,1,"MV-,WMa,TruStrain™"
,15,87.86,2.62,3458.5,56.895,12.518,17.762,1.419,5.7155,1,"MV-,WMa,TruStrain™"
,16,88.87,2.57,1722.1,27.806,10.431,2.8784,0.276,2.7933,1,"MV-,WMa,TruStrain™"
,17,90.04,2.53,1832.7,29.147,9.5964,6.3643,0.663,2.928,1,"WMa,TruStrain™"
,18,91.4,2.52,2405.2,38.031,9.3493,11.873,1.27,3.8204,1,"WMa,TruStrain™"
,19,92.99,2.51,2611,41.226,9.2926,13.52,1.455,4.1414,1,"WMa,TruStrain™"
,20,94.85,2.51,2640.6,41.689,9.2275,13.788,1.494,4.1879,1,"WMa,TruStrain™"
,21,97.01,2.51,2637.5,41.639,9.248,13.752,1.487,4.1829,1,"WMa,TruStrain™"
,22,99.53,2.51,2631.6,41.546,9.2474,13.707,1.482,4.1735,1,"WMa,TruStrain™"
,23,102.5,2.51,2644.6,41.751,9.2076,13.832,1.502,4.1941,1,"WMa,TruStrain™"
,24,105.9,2.51,2655.6,41.923,9.2404,13.893,1.504,4.2114,1,"WMa,TruStrain™"
,25,109.9,2.51,2641.9,41.708,9.1868,13.826,1.505,4.1898,1,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,5,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,110,2.51,73266,1157.7,2.7955,460.33,164.671,116.3,1,"WMa,taD,TruStrain™"
,2,110.1,2.49,98957,1547.4,0.031088,621.76,20000,155.45,1,"ME-,MV-,WMa,taD,TruStrain™"
,3,110.3,2.21,1.6705E+05,2316.7,452.75,946.93,2.092,232.72,1,"MV-,WMa,TruStrain™"
,4,110.4,1.82,2.196E+05,2506.1,710.14,1183,1.666,251.75,1,"MV-,WMa,TruStrain™"
,5,110.6,1.37,3.1704E+05,2726.4,1187.9,1599.1,1.346,273.88,1,"MV-,WMa,TruStrain™"
,6,110.8,0.846,5.4149E+05,2879.6,2382.4,2428.9,1.019,289.27,1,"MV-,WMa,TruStrain™"
,7,111.1,0.355,9.9671E+05,2223.3,3842.2,4945.4,1.287,223.34,1,"MV-,WMa,TruStrain™"
,8,111.4,0.355,1.3221E+05,294.91,640.88,528.52,0.825,29.625,1,"MV-,WMa,TruStrain™"
,9,111.7,0.274,3.412E+05,586.89,1533,1498.6,0.978,58.956,1,"MV-,WMa,TruStrain™"
,10,112.1,0.0494,1.0794E+06,335.13,6689,1118.5,0.167,33.666,1,"MV-,WMa,TruStrain™"
,11,112.6,0.00633,30227,1.2019,186.3,36.907,0.198,0.12074,1,"MV-,WMa,TruStrain™"
,12,113.1,0.00592,56062,2.0866,234.21,263.1,1.123,0.20961,1,"MV-,WMa,TruStrain™"
,13,113.7,0.00822,83249,4.2996,17.407,522.78,30.034,0.43192,1,"WMa,TruStrain™"
,14,114.5,0.0104,27419,1.7902,83.532,150.67,1.804,0.17984,1,"WMa,TruStrain™"
,15,115.3,0.0107,17542,1.1749,110.15,3.8359,0.035,0.11802,1,"WMa,TruStrain™"
,16,116.3,0.0104,21323,1.398,133.85,5.8811,0.044,0.14044,1,"MV-,WMa,TruStrain™"
,17,117.5,0.0102,21840,1.4032,136.99,8.0592,0.059,0.14096,1,"WMa,TruStrain™"
,18,118.9,0.0101,22503,1.4283,140.59,15.008,0.107,0.14348,1,"WMa,TruStrain™"
,19,120.5,0.0101,21943,1.3875,136.84,16.792,0.123,0.13938,1,"WMa,TruStrain™"
,20,122.3,0.0101,21911,1.3841,135.81,22.585,0.166,0.13904,1,"WMa,TruStrain™"
,21,124.5,0.0101,22036,1.3916,137.48,16.431,0.12,0.13979,1,"WMa,TruStrain™"
,22,127,0.0101,21970,1.3873,136.7,19.142,0.14,0.13937,1,"WMa,TruStrain™"
,23,129.9,0.0101,21805,1.3769,135.49,20.333,0.15,0.13832,1,"WMa,TruStrain™"
,24,133.4,0.0101,22106,1.396,137.8,17.371,0.126,0.14023,1,"WMa,TruStrain™"
,25,137.4,0.0101,23029,1.4543,143.47,18.826,0.131,0.14609,1,"WMa,TruStrain™"
,,,,,,,,,,,
Result:,Amplitude sweep,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,25,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,14.24,0.000101,44349,0.028052,0.013933,278.65,20000,0.0028179,1,"ME-,MV-,taD,TruStrain™"
,2,32.04,0.000153,18781,0.018097,90.679,75.513,0.833,0.001818,1,TruStrain™
,3,49.51,0.000234,18285,0.026849,95.11,64.444,0.678,0.0026972,1,TruStrain™
,4,67.04,0.000357,11803,0.026446,67.142,31.498,0.469,0.0026566,1,"MV-,TruStrain™"
,5,84.53,0.000543,22521,0.076893,138.11,30.779,0.223,0.0077243,1,TruStrain™
,6,102,0.000829,20516,0.10682,127.18,20.996,0.165,0.010731,1,TruStrain™
,7,119.8,0.00126,18468,0.14665,104.85,49.717,0.474,0.014732,1,TruStrain™
,8,137.6,0.00193,17941,0.21724,110.03,24.502,0.223,0.021823,1,TruStrain™
,9,154.9,0.00294,16984,0.3136,104.29,22.586,0.217,0.031503,1,TruStrain™
,10,172.8,0.00448,21479,0.60479,131.41,30.718,0.234,0.060754,1,TruStrain™
,11,190.6,0.00683,24567,1.0549,152.65,22.924,0.15,0.10597,1,TruStrain™
,12,207.9,0.0104,30331,1.986,189.49,20.33,0.107,0.1995,1,TruStrain™
,13,225.8,0.0159,30864,3.0817,192.63,22.37,0.116,0.30957,1,TruStrain™
,14,243.6,0.0242,31844,4.8485,198.99,20.913,0.105,0.48706,1,TruStrain™
,15,260.9,0.037,30915,7.1781,193.05,21.48,0.111,0.72108,1,TruStrain™
,16,278.8,0.0564,31171,11.036,194.58,22.336,0.115,1.1087,1,TruStrain™
,17,296.8,0.0859,30435,16.432,189.44,26.146,0.138,1.6507,1,TruStrain™
,18,314.7,0.131,27393,22.553,168.04,37.252,0.222,2.2656,1,TruStrain™
,19,332.4,0.2,21313,26.759,123.74,51.201,0.414,2.6881,1,TruStrain™
,20,350.2,0.305,14995,28.708,75.974,55.715,0.733,2.8839,1,TruStrain™
,21,368,0.465,10718,31.293,44.939,50.159,1.116,3.1436,1,TruStrain™
,22,385.7,0.709,7830.6,34.862,26.868,41.217,1.534,3.5021,1,TruStrain™
,23,403.1,1.08,5676.2,38.536,15.968,31.89,1.997,3.8712,1,TruStrain™
,24,420.4,1.65,4122.9,42.683,10.146,23.835,2.349,4.2877,1,TruStrain™
,25,438.1,2.51,2992.3,47.241,7.6435,17.178,2.247,4.7456,1,TruStrain™
,,,,,,,,,,,
Result:,Measurement 1,,,,,,,,,,
,,,,,,,,,,,
Interval and data points:,1,15,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,1,0.00998,2.9815E+05,37.406,3710.6,518.87,0.14,3.7576,2,"MV-,WMa,TruStrain™"
,2,2,0.01,20370,2.5598,255.66,12.686,0.05,0.25714,2,"ME-,WMa,TruStrain™"
,3,3,0.01,22172,2.7864,274.54,47.499,0.173,0.27991,2,"WMa,TruStrain™"
,4,4,0.01,20446,2.5745,256.41,16.394,0.064,0.25862,2,"WMa,TruStrain™"
,5,5,0.01,21253,2.68,263.88,41.168,0.156,0.26922,2,"WMa,TruStrain™"
,6,6,0.01,21636,2.7303,270.38,28.553,0.106,0.27428,2,"WMa,TruStrain™"
,7,7,0.01,21220,2.679,263.79,39.015,0.148,0.26912,2,"WMa,TruStrain™"
,8,8,0.01,21285,2.6877,265.77,30.194,0.114,0.26999,2,"WMa,TruStrain™"
,9,9,0.01,21313,2.6914,266.22,29.216,0.11,0.27037,2,"WMa,TruStrain™"
,10,10,0.01,21106,2.6655,262.74,36.262,0.138,0.26776,2,"WMa,TruStrain™"
,11,11,0.0101,21143,2.6703,263.76,32.005,0.121,0.26825,2,"WMa,TruStrain™"
,12,12,0.0101,21323,2.693,265.92,32.964,0.124,0.27053,2,"WMa,TruStrain™"
,13,13,0.0101,21359,2.6975,266.16,34.648,0.13,0.27098,2,"WMa,TruStrain™"
,14,14,0.0101,21295,2.6895,265.61,32.556,0.123,0.27018,2,"WMa,TruStrain™"
,15,15,0.0101,21354,2.6969,265.56,38.553,0.145,0.27092,2,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,2,95,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,15.1,0.0101,21342,2.6954,265.06,40.803,0.154,0.27076,2,"WMa,TruStrain™"
,2,15.21,0.01,21744,2.7461,271.22,33.216,0.122,0.27586,2,"WMa,TruStrain™"
,3,15.31,0.0101,21140,2.6699,262.9,38.125,0.145,0.26821,2,"WMa,TruStrain™"
,4,15.42,0.01,21529,2.7189,268.42,33.791,0.126,0.27313,2,"WMa,TruStrain™"
,5,15.54,0.01,21541,2.7204,269.35,26.868,0.1,0.27328,2,"WMa,TruStrain™"
,6,15.65,0.01,21694,2.7397,270.73,32.02,0.118,0.27522,2,"WMa,TruStrain™"
,7,15.77,0.0101,21454,2.7096,267.85,30.669,0.114,0.27219,2,"WMa,TruStrain™"
,8,15.9,0.01,21975,2.7752,274.8,27.256,0.099,0.27879,2,"WMa,TruStrain™"
,9,16.03,0.0101,21717,2.7429,271.4,28.664,0.106,0.27554,2,"WMa,TruStrain™"
,10,16.16,0.0101,21087,2.6634,262.89,33.208,0.126,0.26755,2,"WMa,TruStrain™"
,11,16.3,0.0101,21861,2.761,271.98,38.704,0.142,0.27736,2,"WMa,TruStrain™"
,12,16.44,0.0101,22460,2.8366,278.75,44.249,0.159,0.28495,2,"WMa,TruStrain™"
,13,16.59,0.0101,22665,2.8625,281.65,42.345,0.15,0.28756,2,"WMa,TruStrain™"
,14,16.74,0.01,23212,2.9315,288.87,40.434,0.14,0.29448,2,"WMa,TruStrain™"
,15,16.9,0.01,23237,2.9346,289.64,37.066,0.128,0.2948,2,"WMa,TruStrain™"
,16,17.06,0.0101,22853,2.8862,285.31,32.669,0.115,0.28993,2,"WMa,TruStrain™"
,17,17.22,0.0101,22932,2.8962,286.03,35.097,0.123,0.29094,2,"WMa,TruStrain™"
,18,17.4,0.0101,23083,2.9154,287.67,37.271,0.13,0.29286,2,"WMa,TruStrain™"
,19,17.57,0.0101,23078,2.9148,287.86,35.217,0.122,0.2928,2,"WMa,TruStrain™"
,20,17.76,0.0101,23184,2.9282,289.81,29.852,0.103,0.29415,2,"WMa,TruStrain™"
,21,17.95,0.0101,23186,2.9283,289.72,30.976,0.107,0.29417,2,"WMa,TruStrain™"
,22,18.14,0.0101,22945,2.8979,286.17,35.24,0.123,0.29111,2,"WMa,TruStrain™"
,23,18.34,0.0101,23035,2.9093,287.82,30.901,0.107,0.29226,2,"WMa,TruStrain™"
,24,18.55,0.0101,23755,3.0002,296.85,31.525,0.106,0.30138,2,"WMa,TruStrain™"
,25,18.77,0.0101,23732,2.9972,296.85,28.561,0.096,0.30108,2,"WMa,TruStrain™"
,26,18.99,0.0101,23641,2.9858,293.91,43.248,0.147,0.29994,2,"WMa,TruStrain™"
,27,19.22,0.0101,24171,3.0528,301.52,36.632,0.121,0.30667,2,"WMa,TruStrain™"
,28,19.45,0.0101,24484,3.0923,305.07,39.958,0.131,0.31064,2,"WMa,TruStrain™"
,29,19.7,0.01,24902,3.1449,310.13,41.71,0.134,0.31592,2,"WMa,TruStrain™"
,30,19.95,0.01,24950,3.1509,311.58,34.906,0.112,0.31653,2,"WMa,TruStrain™"
,31,20.21,0.0101,24594,3.1062,306.82,37.051,0.121,0.31204,2,"WMa,TruStrain™"
,32,20.48,0.0101,24700,3.1195,307.74,40.426,0.131,0.31338,2,"WMa,TruStrain™"
,33,20.75,0.0101,25129,3.1736,313.9,34.424,0.11,0.3188,2,"WMa,TruStrain™"
,34,21.04,0.0101,25001,3.1575,312.56,31.705,0.101,0.31719,2,"WMa,TruStrain™"
,35,21.34,0.0101,24585,3.1053,307.04,34.27,0.112,0.31194,2,"WMa,TruStrain™"
,36,21.64,0.0101,24994,3.1566,311.53,39.905,0.128,0.3171,2,"WMa,TruStrain™"
,37,21.96,0.0101,25022,3.16,312.8,31.96,0.102,0.31744,2,"WMa,TruStrain™"
,38,22.28,0.0101,24871,3.1411,310.81,32.751,0.105,0.31554,2,"WMa,TruStrain™"
,39,22.62,0.0101,24886,3.1431,310.18,39.868,0.129,0.31574,2,"WMa,TruStrain™"
,40,22.96,0.01,25495,3.2199,318.3,36.511,0.115,0.32345,2,"WMa,TruStrain™"
,41,23.32,0.0101,25391,3.2068,317.24,34.227,0.108,0.32214,2,"WMa,TruStrain™"
,42,23.69,0.0101,25274,3.1921,315.1,39.787,0.126,0.32066,2,"WMa,TruStrain™"
,43,24.07,0.01,25771,3.2546,321.33,40.281,0.125,0.32694,2,"WMa,TruStrain™"
,44,24.47,0.01,25934,3.2752,324.17,33.539,0.103,0.32902,2,"WMa,TruStrain™"
,45,24.87,0.0101,26296,3.3211,328.34,37.281,0.114,0.33363,2,"WMa,TruStrain™"
,46,25.29,0.0101,26030,3.2875,325.15,35.635,0.11,0.33025,2,"WMa,TruStrain™"
,47,25.73,0.0101,25947,3.2771,323.88,37.618,0.116,0.3292,2,"WMa,TruStrain™"
,48,26.17,0.0101,26256,3.3161,327.87,36.947,0.113,0.33312,2,"WMa,TruStrain™"
,49,26.63,0.0101,25924,3.2741,324.31,30.831,0.095,0.3289,2,"WMa,TruStrain™"
,50,27.11,0.01,26955,3.4041,336.17,41.569,0.124,0.34196,2,"WMa,TruStrain™"
,51,27.6,0.0101,26401,3.3345,330.5,28.971,0.088,0.33497,2,"WMa,TruStrain™"
,52,28.11,0.0101,26724,3.3753,333.49,39.529,0.119,0.33906,2,"WMa,TruStrain™"
,53,28.64,0.0101,25653,3.2402,319.53,42.681,0.134,0.32549,2,"WMa,TruStrain™"
,54,29.18,0.0101,23974,3.0278,298.95,37.253,0.125,0.30416,2,"WMa,TruStrain™"
,55,29.74,0.01,26483,3.3445,332.7,8.1763,0.025,0.33597,2,"MV-,WMa,TruStrain™"
,56,30.31,0.0101,23495,2.9679,294.16,25.355,0.086,0.29814,2,"WMa,TruStrain™"
,57,30.91,0.01,26625,3.3623,332.08,40.784,0.123,0.33777,2,"WMa,TruStrain™"
,58,31.52,0.0101,25630,3.2372,319.42,41.31,0.129,0.3252,2,"WMa,TruStrain™"
,59,32.16,0.01,27273,3.4443,342.38,15.231,0.044,0.346,2,"WMa,TruStrain™"
,60,32.81,0.0101,25086,3.1686,314.12,26.585,0.085,0.3183,2,"MV-,WMa,TruStrain™"
,61,33.49,0.0101,27173,3.4318,339.99,31.766,0.093,0.34474,2,"WMa,TruStrain™"
,62,34.19,0.0101,26222,3.3117,326.55,44.071,0.135,0.33267,2,"WMa,TruStrain™"
,63,34.91,0.0101,27239,3.4403,340.83,31.607,0.093,0.34559,2,"WMa,TruStrain™"
,64,35.66,0.0101,24998,3.1579,310.55,47.273,0.152,0.31722,2,"WMa,TruStrain™"
,65,36.42,0.0101,26344,3.3272,330.17,24.07,0.073,0.33424,2,"WMa,TruStrain™"
,66,37.22,0.0101,27173,3.432,339.67,35,0.103,0.34476,2,"WMa,TruStrain™"
,67,38.04,0.0101,26929,3.4011,336.38,36.963,0.11,0.34166,2,"WMa,TruStrain™"
,68,38.88,0.01,27467,3.4688,342.91,39.425,0.115,0.34846,2,"WMa,TruStrain™"
,69,39.76,0.0101,27264,3.4435,340.44,38.53,0.113,0.34592,2,"WMa,TruStrain™"
,70,40.66,0.0101,27472,3.4696,343.49,34.461,0.1,0.34854,2,"WMa,TruStrain™"
,71,41.59,0.0101,27534,3.4774,343.97,37.365,0.109,0.34933,2,"WMa,TruStrain™"
,72,42.55,0.0101,27839,3.5158,347.96,36.131,0.104,0.35318,2,"WMa,TruStrain™"
,73,43.54,0.0101,27702,3.4987,346.53,33.165,0.096,0.35146,2,"WMa,TruStrain™"
,74,44.57,0.0101,27679,3.4957,346.24,33.121,0.096,0.35117,2,"WMa,TruStrain™"
,75,45.62,0.0101,27761,3.5061,347.33,32.554,0.094,0.35221,2,"WMa,TruStrain™"
,76,46.72,0.0101,27299,3.4476,341.91,27.891,0.082,0.34633,2,"WMa,TruStrain™"
,77,47.84,0.0101,26941,3.4029,336.63,36.092,0.107,0.34184,2,"WMa,TruStrain™"
,78,49.01,0.0101,27124,3.4259,339.23,33.22,0.098,0.34415,2,"WMa,TruStrain™"
,79,50.21,0.0101,28218,3.5638,353.29,30.522,0.086,0.35801,2,"WMa,TruStrain™"
,80,51.45,0.0101,27958,3.531,347.91,48.95,0.141,0.35471,2,"WMa,TruStrain™"
,81,52.73,0.0101,27670,3.4948,345.72,37.185,0.108,0.35107,2,"WMa,TruStrain™"
,82,54.05,0.0101,28732,3.6288,358.2,45.317,0.127,0.36454,2,"WMa,TruStrain™"
,83,55.41,0.0101,28325,3.5773,354.61,30.783,0.087,0.35936,2,"WMa,TruStrain™"
,84,56.82,0.0101,27769,3.5074,346.81,38.668,0.111,0.35234,2,"WMa,TruStrain™"
,85,58.28,0.0101,27911,3.5251,349.12,33.677,0.096,0.35412,2,"WMa,TruStrain™"
,86,59.78,0.0101,28007,3.5371,350.34,33.626,0.096,0.35533,2,"WMa,TruStrain™"
,87,61.33,0.0101,27976,3.5332,349.84,34.681,0.099,0.35493,2,"WMa,TruStrain™"
,88,62.93,0.0101,28161,3.5567,351.97,36.762,0.104,0.35729,2,"WMa,TruStrain™"
,89,64.58,0.0101,28255,3.5685,353.55,32.761,0.093,0.35847,2,"WMa,TruStrain™"
,90,66.28,0.0101,27988,3.5347,350.1,33.484,0.096,0.35508,2,"WMa,TruStrain™"
,91,68.04,0.0101,28098,3.5487,351.37,34.804,0.099,0.35649,2,"WMa,TruStrain™"
,92,69.86,0.0101,28069,3.5451,351.07,34.194,0.097,0.35612,2,"WMa,TruStrain™"
,93,71.74,0.0101,28246,3.5674,353.26,34.635,0.098,0.35837,2,"WMa,TruStrain™"
,94,73.68,0.0101,28065,3.5446,351.02,34.149,0.097,0.35607,2,"WMa,TruStrain™"
,95,75.68,0.0101,28186,3.5599,352.72,32.383,0.092,0.35761,2,"WMa,TruStrain™"
,,,,,,,,,,,
Interval and data points:,3,15,,,,,,,,,
Interval data:,Point No.,Time,Shear Strain,Complex Viscosity,Shear Stress,Storage Modulus,Loss Modulus,Loss Factor,Torque,Frequency,Status
,,,,Fundamental,,,,,,,
,,[s],[1],[mPa·s],[Pa],[Pa],[Pa],[1],[µN·m],[Hz],
,1,76.68,0.0101,28057,3.5435,350.6,37.226,0.106,0.35596,2,"WMa,TruStrain™"
,2,77.68,0.0101,28487,3.5978,356.1,36.632,0.103,0.36142,2,"WMa,TruStrain™"
,3,78.68,0.0101,28631,3.6159,358.1,34.812,0.097,0.36324,2,"WMa,TruStrain™"
,4,79.68,0.0101,28575,3.6089,357.33,35.466,0.099,0.36254,2,"WMa,TruStrain™"
,5,80.68,0.0101,28600,3.6121,357.94,32.435,0.091,0.36285,2,"WMa,TruStrain™"
,6,81.68,0.0101,28321,3.5768,354.21,34.479,0.097,0.35931,2,"WMa,TruStrain™"
,7,82.68,0.0101,28371,3.5832,354.72,35.853,0.101,0.35995,2,"WMa,TruStrain™"
,8,83.68,0.0101,28783,3.6351,360.11,33.858,0.094,0.36517,2,"WMa,TruStrain™"
,9,84.68,0.0101,28476,3.5965,356.24,33.815,0.095,0.36129,2,"WMa,TruStrain™"
,10,85.68,0.0101,28536,3.604,356.9,34.782,0.097,0.36204,2,"WMa,TruStrain™"
,11,86.68,0.0101,27125,3.4256,340.78,7.3309,0.022,0.34413,2,"MV-,WMa,TruStrain™"
,12,87.68,0.0101,27440,3.4659,344.45,16.035,0.047,0.34817,2,"WMa,TruStrain™"
,13,88.68,0.01,28685,3.6225,358.59,36.752,0.102,0.3639,2,"WMa,TruStrain™"
,14,89.68,0.0101,28296,3.5736,354.42,28.586,0.081,0.35898,2,"WMa,TruStrain™"
,15,90.68,0.0101,28042,3.5417,350.97,31.622,0.09,0.35579,2,"WMa,TruStrain™"
